,sales,date,region
9436,1767.0,2020-05-13,north
9437,1725.0,2020-05-13,south
9438,1701.0,2020-05-13,east
9439,1629.0,2020-05-13,west
9464,1656.0,2020-05-14,north
9465,1713.0,2020-05-14,south
9466,1737.0,2020-05-14,east
9467,1671.0,2020-05-14,west
9492,1533.0,2020-05-15,north
9493,1644.0,2020-05-15,south
9494,1560.0,2020-05-15,east
9495,1740.0,2020-05-15,west
9520,1767.0,2020-05-16,north
9521,1791.0,2020-05-16,south
9522,1509.0,2020-05-16,east
9523,1614.0,2020-05-16,west
9548,1566.0,2020-05-17,north
9549,1758.0,2020-05-17,south
9550,1668.0,2020-05-17,east
9551,1707.0,2020-05-17,west
9576,1638.0,2020-05-18,north
9577,1596.0,2020-05-18,south
9578,1767.0,2020-05-18,east
9579,1683.0,2020-05-18,west
9604,1641.0,2020-05-19,north
9605,1713.0,2020-05-19,south
9606,1515.0,2020-05-19,east
9607,1602.0,2020-05-19,west
9632,1575.0,2020-05-20,north
9633,1791.0,2020-05-20,south
9634,1545.0,2020-05-20,east
9635,1686.0,2020-05-20,west
9660,1587.0,2020-05-21,north
9661,1791.0,2020-05-21,south
9662,1653.0,2020-05-21,east
9663,1671.0,2020-05-21,west
9688,1542.0,2020-05-22,north
9689,1686.0,2020-05-22,south
9690,1569.0,2020-05-22,east
9691,1518.0,2020-05-22,west
9716,1620.0,2020-05-23,north
9717,1536.0,2020-05-23,south
9718,1713.0,2020-05-23,east
9719,1788.0,2020-05-23,west
9744,1773.0,2020-05-24,north
9745,1785.0,2020-05-24,south
9746,1509.0,2020-05-24,east
9747,1713.0,2020-05-24,west
9772,1536.0,2020-05-25,north
9773,1704.0,2020-05-25,south
9774,1563.0,2020-05-25,east
9775,1539.0,2020-05-25,west
9800,1545.0,2020-05-26,north
9801,1530.0,2020-05-26,south
9802,1758.0,2020-05-26,east
9803,1656.0,2020-05-26,west
9828,1563.0,2020-05-27,north
9829,1758.0,2020-05-27,south
9830,1656.0,2020-05-27,east
9831,1707.0,2020-05-27,west
9856,1581.0,2020-05-28,north
9857,1569.0,2020-05-28,south
9858,1533.0,2020-05-28,east
9859,1566.0,2020-05-28,west
9884,1722.0,2020-05-29,north
9885,1602.0,2020-05-29,south
9886,1698.0,2020-05-29,east
9887,1566.0,2020-05-29,west
9912,1599.0,2020-05-30,north
9913,1788.0,2020-05-30,south
9914,1743.0,2020-05-30,east
9915,1647.0,2020-05-30,west
9940,1566.0,2020-05-31,north
9941,1608.0,2020-05-31,south
9942,1791.0,2020-05-31,east
9943,1764.0,2020-05-31,west
9968,1752.0,2020-06-01,north
9969,1608.0,2020-06-01,south
9970,1554.0,2020-06-01,east
9971,1710.0,2020-06-01,west
9996,1677.0,2020-06-02,north
9997,1794.0,2020-06-02,south
9998,1800.0,2020-06-02,east
9999,1767.0,2020-06-02,west
10024,1782.0,2020-06-03,north
10025,1584.0,2020-06-03,south
10026,1545.0,2020-06-03,east
10027,1617.0,2020-06-03,west
10052,1644.0,2020-06-04,north
10053,1527.0,2020-06-04,south
10054,1707.0,2020-06-04,east
10055,1773.0,2020-06-04,west
10080,1587.0,2020-06-05,north
10081,1632.0,2020-06-05,south
10082,1569.0,2020-06-05,east
10083,1566.0,2020-06-05,west
10108,1683.0,2020-06-06,north
10109,1689.0,2020-06-06,south
10110,1704.0,2020-06-06,east
10111,1749.0,2020-06-06,west
10136,1620.0,2020-06-07,north
10137,1650.0,2020-06-07,south
10138,1743.0,2020-06-07,east
10139,1674.0,2020-06-07,west
10164,1527.0,2020-06-08,north
10165,1638.0,2020-06-08,south
10166,1584.0,2020-06-08,east
10167,1695.0,2020-06-08,west
10192,1503.0,2020-06-09,north
10193,1569.0,2020-06-09,south
10194,1572.0,2020-06-09,east
10195,1593.0,2020-06-09,west
10220,1761.0,2020-06-10,north
10221,1512.0,2020-06-10,south
10222,1617.0,2020-06-10,east
10223,1593.0,2020-06-10,west
10248,1590.0,2020-06-11,north
10249,1611.0,2020-06-11,south
10250,1719.0,2020-06-11,east
10251,1719.0,2020-06-11,west
10276,1512.0,2020-06-12,north
10277,1776.0,2020-06-12,south
10278,1575.0,2020-06-12,east
10279,1746.0,2020-06-12,west
10304,1581.0,2020-06-13,north
10305,1689.0,2020-06-13,south
10306,1776.0,2020-06-13,east
10307,1560.0,2020-06-13,west
10332,1734.0,2020-06-14,north
10333,1788.0,2020-06-14,south
10334,1743.0,2020-06-14,east
10335,1719.0,2020-06-14,west
10360,1542.0,2020-06-15,north
10361,1758.0,2020-06-15,south
10362,1674.0,2020-06-15,east
10363,1584.0,2020-06-15,west
10388,1668.0,2020-06-16,north
10389,1620.0,2020-06-16,south
10390,1695.0,2020-06-16,east
10391,1638.0,2020-06-16,west
10416,1554.0,2020-06-17,north
10417,1659.0,2020-06-17,south
10418,1734.0,2020-06-17,east
10419,1527.0,2020-06-17,west
10444,1611.0,2020-06-18,north
10445,1734.0,2020-06-18,south
10446,1743.0,2020-06-18,east
10447,1557.0,2020-06-18,west
10472,1800.0,2020-06-19,north
10473,1536.0,2020-06-19,south
10474,1578.0,2020-06-19,east
10475,1515.0,2020-06-19,west
10500,1647.0,2020-06-20,north
10501,1641.0,2020-06-20,south
10502,1614.0,2020-06-20,east
10503,1518.0,2020-06-20,west
10528,1755.0,2020-06-21,north
10529,1620.0,2020-06-21,south
10530,1725.0,2020-06-21,east
10531,1668.0,2020-06-21,west
10556,1761.0,2020-06-22,north
10557,1542.0,2020-06-22,south
10558,1539.0,2020-06-22,east
10559,1524.0,2020-06-22,west
10584,1767.0,2020-06-23,north
10585,1581.0,2020-06-23,south
10586,1770.0,2020-06-23,east
10587,1758.0,2020-06-23,west
10612,1617.0,2020-06-24,north
10613,1518.0,2020-06-24,south
10614,1791.0,2020-06-24,east
10615,1695.0,2020-06-24,west
10640,1503.0,2020-06-25,north
10641,1794.0,2020-06-25,south
10642,1638.0,2020-06-25,east
10643,1536.0,2020-06-25,west
10668,1707.0,2020-06-26,north
10669,1578.0,2020-06-26,south
10670,1719.0,2020-06-26,east
10671,1728.0,2020-06-26,west
10696,1644.0,2020-06-27,north
10697,1527.0,2020-06-27,south
10698,1578.0,2020-06-27,east
10699,1623.0,2020-06-27,west
10724,1608.0,2020-06-28,north
10725,1779.0,2020-06-28,south
10726,1689.0,2020-06-28,east
10727,1629.0,2020-06-28,west
10752,1722.0,2020-06-29,north
10753,1662.0,2020-06-29,south
10754,1662.0,2020-06-29,east
10755,1503.0,2020-06-29,west
10780,1794.0,2020-06-30,north
10781,1572.0,2020-06-30,south
10782,1668.0,2020-06-30,east
10783,1647.0,2020-06-30,west
10808,1632.0,2020-07-01,north
10809,1578.0,2020-07-01,south
10810,1650.0,2020-07-01,east
10811,1797.0,2020-07-01,west
10836,1734.0,2020-07-02,north
10837,1734.0,2020-07-02,south
10838,1581.0,2020-07-02,east
10839,1665.0,2020-07-02,west
10864,1695.0,2020-07-03,north
10865,1701.0,2020-07-03,south
10866,1584.0,2020-07-03,east
10867,1518.0,2020-07-03,west
10892,1737.0,2020-07-04,north
10893,1656.0,2020-07-04,south
10894,1695.0,2020-07-04,east
10895,1563.0,2020-07-04,west
10920,1788.0,2020-07-05,north
10921,1746.0,2020-07-05,south
10922,1647.0,2020-07-05,east
10923,1527.0,2020-07-05,west
10948,1548.0,2020-07-06,north
10949,1572.0,2020-07-06,south
10950,1569.0,2020-07-06,east
10951,1527.0,2020-07-06,west
10976,1500.0,2020-07-07,north
10977,1791.0,2020-07-07,south
10978,1656.0,2020-07-07,east
10979,1743.0,2020-07-07,west
11004,1563.0,2020-07-08,north
11005,1722.0,2020-07-08,south
11006,1758.0,2020-07-08,east
11007,1524.0,2020-07-08,west
11032,1788.0,2020-07-09,north
11033,1713.0,2020-07-09,south
11034,1596.0,2020-07-09,east
11035,1716.0,2020-07-09,west
11060,1587.0,2020-07-10,north
11061,1509.0,2020-07-10,south
11062,1698.0,2020-07-10,east
11063,1515.0,2020-07-10,west
11088,1500.0,2020-07-11,north
11089,1689.0,2020-07-11,south
11090,1554.0,2020-07-11,east
11091,1509.0,2020-07-11,west
11116,1746.0,2020-07-12,north
11117,1572.0,2020-07-12,south
11118,1773.0,2020-07-12,east
11119,1596.0,2020-07-12,west
11144,1680.0,2020-07-13,north
11145,1764.0,2020-07-13,south
11146,1782.0,2020-07-13,east
11147,1728.0,2020-07-13,west
11172,1557.0,2020-07-14,north
11173,1515.0,2020-07-14,south
11174,1695.0,2020-07-14,east
11175,1500.0,2020-07-14,west
11200,1542.0,2020-07-15,north
11201,1740.0,2020-07-15,south
11202,1647.0,2020-07-15,east
11203,1596.0,2020-07-15,west
11228,1515.0,2020-07-16,north
11229,1731.0,2020-07-16,south
11230,1605.0,2020-07-16,east
11231,1791.0,2020-07-16,west
11256,1794.0,2020-07-17,north
11257,1677.0,2020-07-17,south
11258,1641.0,2020-07-17,east
11259,1773.0,2020-07-17,west
11284,1623.0,2020-07-18,north
11285,1707.0,2020-07-18,south
11286,1749.0,2020-07-18,east
11287,1797.0,2020-07-18,west
11312,1614.0,2020-07-19,north
11313,1653.0,2020-07-19,south
11314,1674.0,2020-07-19,east
11315,1779.0,2020-07-19,west
11340,1797.0,2020-07-20,north
11341,1560.0,2020-07-20,south
11342,1638.0,2020-07-20,east
11343,1716.0,2020-07-20,west
11368,1572.0,2020-07-21,north
11369,1767.0,2020-07-21,south
11370,1689.0,2020-07-21,east
11371,1734.0,2020-07-21,west
11396,1668.0,2020-07-22,north
11397,1728.0,2020-07-22,south
11398,1668.0,2020-07-22,east
11399,1584.0,2020-07-22,west
11424,1692.0,2020-07-23,north
11425,1710.0,2020-07-23,south
11426,1758.0,2020-07-23,east
11427,1545.0,2020-07-23,west
11452,1530.0,2020-07-24,north
11453,1530.0,2020-07-24,south
11454,1575.0,2020-07-24,east
11455,1776.0,2020-07-24,west
11480,1794.0,2020-07-25,north
11481,1647.0,2020-07-25,south
11482,1611.0,2020-07-25,east
11483,1704.0,2020-07-25,west
11508,1569.0,2020-07-26,north
11509,1659.0,2020-07-26,south
11510,1575.0,2020-07-26,east
11511,1788.0,2020-07-26,west
11536,1602.0,2020-07-27,north
11537,1620.0,2020-07-27,south
11538,1530.0,2020-07-27,east
11539,1608.0,2020-07-27,west
11564,1800.0,2020-07-28,north
11565,1506.0,2020-07-28,south
11566,1608.0,2020-07-28,east
11567,1581.0,2020-07-28,west
11592,1533.0,2020-07-29,north
11593,1686.0,2020-07-29,south
11594,1773.0,2020-07-29,east
11595,1644.0,2020-07-29,west
11620,1722.0,2020-07-30,north
11621,1584.0,2020-07-30,south
11622,1596.0,2020-07-30,east
11623,1512.0,2020-07-30,west
11648,1527.0,2020-07-31,north
11649,1530.0,2020-07-31,south
11650,1533.0,2020-07-31,east
11651,1530.0,2020-07-31,west
11676,1788.0,2020-08-01,north
11677,1596.0,2020-08-01,south
11678,1680.0,2020-08-01,east
11679,1671.0,2020-08-01,west
11704,1656.0,2020-08-02,north
11705,1716.0,2020-08-02,south
11706,1623.0,2020-08-02,east
11707,1596.0,2020-08-02,west
11732,1665.0,2020-08-03,north
11733,1650.0,2020-08-03,south
11734,1503.0,2020-08-03,east
11735,1665.0,2020-08-03,west
11760,1539.0,2020-08-04,north
11761,1659.0,2020-08-04,south
11762,1602.0,2020-08-04,east
11763,1719.0,2020-08-04,west
11788,1749.0,2020-08-05,north
11789,1548.0,2020-08-05,south
11790,1653.0,2020-08-05,east
11791,1662.0,2020-08-05,west
11816,1770.0,2020-08-06,north
11817,1710.0,2020-08-06,south
11818,1509.0,2020-08-06,east
11819,1545.0,2020-08-06,west
11844,1740.0,2020-08-07,north
11845,1524.0,2020-08-07,south
11846,1641.0,2020-08-07,east
11847,1710.0,2020-08-07,west
11872,1728.0,2020-08-08,north
11873,1695.0,2020-08-08,south
11874,1716.0,2020-08-08,east
11875,1785.0,2020-08-08,west
11900,1617.0,2020-08-09,north
11901,1752.0,2020-08-09,south
11902,1734.0,2020-08-09,east
11903,1521.0,2020-08-09,west
11928,1545.0,2020-08-10,north
11929,1722.0,2020-08-10,south
11930,1647.0,2020-08-10,east
11931,1530.0,2020-08-10,west
11956,1632.0,2020-08-11,north
11957,1620.0,2020-08-11,south
11958,1551.0,2020-08-11,east
11959,1557.0,2020-08-11,west
11984,1737.0,2020-08-12,north
11985,1749.0,2020-08-12,south
11986,1704.0,2020-08-12,east
11987,1671.0,2020-08-12,west
12012,1500.0,2020-08-13,north
12013,1500.0,2020-08-13,south
12014,1701.0,2020-08-13,east
12015,1785.0,2020-08-13,west
12040,1542.0,2020-08-14,north
12041,1791.0,2020-08-14,south
12042,1716.0,2020-08-14,east
12043,1665.0,2020-08-14,west
12068,1740.0,2020-08-15,north
12069,1632.0,2020-08-15,south
12070,1560.0,2020-08-15,east
12071,1689.0,2020-08-15,west
12096,1749.0,2020-08-16,north
12097,1605.0,2020-08-16,south
12098,1629.0,2020-08-16,east
12099,1728.0,2020-08-16,west
12124,1554.0,2020-08-17,north
12125,1629.0,2020-08-17,south
12126,1698.0,2020-08-17,east
12127,1635.0,2020-08-17,west
12152,1761.0,2020-08-18,north
12153,1566.0,2020-08-18,south
12154,1692.0,2020-08-18,east
12155,1563.0,2020-08-18,west
12180,1662.0,2020-08-19,north
12181,1635.0,2020-08-19,south
12182,1674.0,2020-08-19,east
12183,1602.0,2020-08-19,west
12208,1686.0,2020-08-20,north
12209,1506.0,2020-08-20,south
12210,1515.0,2020-08-20,east
12211,1779.0,2020-08-20,west
12236,1557.0,2020-08-21,north
12237,1551.0,2020-08-21,south
12238,1521.0,2020-08-21,east
12239,1710.0,2020-08-21,west
12264,1563.0,2020-08-22,north
12265,1683.0,2020-08-22,south
12266,1791.0,2020-08-22,east
12267,1773.0,2020-08-22,west
12292,1716.0,2020-08-23,north
12293,1731.0,2020-08-23,south
12294,1593.0,2020-08-23,east
12295,1788.0,2020-08-23,west
12320,1785.0,2020-08-24,north
12321,1647.0,2020-08-24,south
12322,1755.0,2020-08-24,east
12323,1665.0,2020-08-24,west
12348,1545.0,2020-08-25,north
12349,1755.0,2020-08-25,south
12350,1605.0,2020-08-25,east
12351,1548.0,2020-08-25,west
12376,1533.0,2020-08-26,north
12377,1752.0,2020-08-26,south
12378,1758.0,2020-08-26,east
12379,1767.0,2020-08-26,west
12404,1761.0,2020-08-27,north
12405,1671.0,2020-08-27,south
12406,1551.0,2020-08-27,east
12407,1686.0,2020-08-27,west
12432,1788.0,2020-08-28,north
12433,1551.0,2020-08-28,south
12434,1554.0,2020-08-28,east
12435,1623.0,2020-08-28,west
12460,1698.0,2020-08-29,north
12461,1659.0,2020-08-29,south
12462,1593.0,2020-08-29,east
12463,1674.0,2020-08-29,west
12488,1800.0,2020-08-30,north
12489,1554.0,2020-08-30,south
12490,1713.0,2020-08-30,east
12491,1611.0,2020-08-30,west
12516,1797.0,2020-08-31,north
12517,1581.0,2020-08-31,south
12518,1623.0,2020-08-31,east
12519,1515.0,2020-08-31,west
12544,1797.0,2020-09-01,north
12545,1704.0,2020-09-01,south
12546,1539.0,2020-09-01,east
12547,1617.0,2020-09-01,west
12572,1737.0,2020-09-02,north
12573,1635.0,2020-09-02,south
12574,1671.0,2020-09-02,east
12575,1632.0,2020-09-02,west
12600,1575.0,2020-09-03,north
12601,1713.0,2020-09-03,south
12602,1581.0,2020-09-03,east
12603,1719.0,2020-09-03,west
12628,1533.0,2020-09-04,north
12629,1539.0,2020-09-04,south
12630,1569.0,2020-09-04,east
12631,1743.0,2020-09-04,west
12656,1620.0,2020-09-05,north
12657,1743.0,2020-09-05,south
12658,1563.0,2020-09-05,east
12659,1764.0,2020-09-05,west
12684,1638.0,2020-09-06,north
12685,1734.0,2020-09-06,south
12686,1794.0,2020-09-06,east
12687,1782.0,2020-09-06,west
12712,1509.0,2020-09-07,north
12713,1749.0,2020-09-07,south
12714,1608.0,2020-09-07,east
12715,1794.0,2020-09-07,west
12740,1710.0,2020-09-08,north
12741,1536.0,2020-09-08,south
12742,1539.0,2020-09-08,east
12743,1512.0,2020-09-08,west
12768,1578.0,2020-09-09,north
12769,1575.0,2020-09-09,south
12770,1551.0,2020-09-09,east
12771,1650.0,2020-09-09,west
12796,1662.0,2020-09-10,north
12797,1767.0,2020-09-10,south
12798,1596.0,2020-09-10,east
12799,1710.0,2020-09-10,west
12824,1764.0,2020-09-11,north
12825,1722.0,2020-09-11,south
12826,1611.0,2020-09-11,east
12827,1656.0,2020-09-11,west
12852,1602.0,2020-09-12,north
12853,1686.0,2020-09-12,south
12854,1599.0,2020-09-12,east
12855,1800.0,2020-09-12,west
12880,1503.0,2020-09-13,north
12881,1554.0,2020-09-13,south
12882,1554.0,2020-09-13,east
12883,1575.0,2020-09-13,west
12908,1647.0,2020-09-14,north
12909,1776.0,2020-09-14,south
12910,1788.0,2020-09-14,east
12911,1791.0,2020-09-14,west
12936,1542.0,2020-09-15,north
12937,1782.0,2020-09-15,south
12938,1620.0,2020-09-15,east
12939,1641.0,2020-09-15,west
12964,1590.0,2020-09-16,north
12965,1734.0,2020-09-16,south
12966,1710.0,2020-09-16,east
12967,1641.0,2020-09-16,west
12992,1611.0,2020-09-17,north
12993,1581.0,2020-09-17,south
12994,1596.0,2020-09-17,east
12995,1539.0,2020-09-17,west
13020,1764.0,2020-09-18,north
13021,1584.0,2020-09-18,south
13022,1701.0,2020-09-18,east
13023,1518.0,2020-09-18,west
13048,1692.0,2020-09-19,north
13049,1743.0,2020-09-19,south
13050,1737.0,2020-09-19,east
13051,1590.0,2020-09-19,west
13076,1623.0,2020-09-20,north
13077,1521.0,2020-09-20,south
13078,1590.0,2020-09-20,east
13079,1677.0,2020-09-20,west
13104,1776.0,2020-09-21,north
13105,1629.0,2020-09-21,south
13106,1776.0,2020-09-21,east
13107,1728.0,2020-09-21,west
13132,1776.0,2020-09-22,north
13133,1629.0,2020-09-22,south
13134,1539.0,2020-09-22,east
13135,1563.0,2020-09-22,west
13160,1506.0,2020-09-23,north
13161,1698.0,2020-09-23,south
13162,1734.0,2020-09-23,east
13163,1557.0,2020-09-23,west
13188,1527.0,2020-09-24,north
13189,1761.0,2020-09-24,south
13190,1560.0,2020-09-24,east
13191,1650.0,2020-09-24,west
13216,1533.0,2020-09-25,north
13217,1602.0,2020-09-25,south
13218,1743.0,2020-09-25,east
13219,1617.0,2020-09-25,west
13244,1536.0,2020-09-26,north
13245,1773.0,2020-09-26,south
13246,1521.0,2020-09-26,east
13247,1542.0,2020-09-26,west
13272,1737.0,2020-09-27,north
13273,1509.0,2020-09-27,south
13274,1626.0,2020-09-27,east
13275,1584.0,2020-09-27,west
13300,1671.0,2020-09-28,north
13301,1680.0,2020-09-28,south
13302,1599.0,2020-09-28,east
13303,1776.0,2020-09-28,west
13328,1674.0,2020-09-29,north
13329,1728.0,2020-09-29,south
13330,1551.0,2020-09-29,east
13331,1641.0,2020-09-29,west
13356,1614.0,2020-09-30,north
13357,1773.0,2020-09-30,south
13358,1509.0,2020-09-30,east
13359,1740.0,2020-09-30,west
13384,1614.0,2020-10-01,north
13385,1599.0,2020-10-01,south
13386,1785.0,2020-10-01,east
13387,1506.0,2020-10-01,west
13412,1689.0,2020-10-02,north
13413,1659.0,2020-10-02,south
13414,1785.0,2020-10-02,east
13415,1701.0,2020-10-02,west
13440,1515.0,2020-10-03,north
13441,1545.0,2020-10-03,south
13442,1599.0,2020-10-03,east
13443,1512.0,2020-10-03,west
13468,1524.0,2020-10-04,north
13469,1779.0,2020-10-04,south
13470,1500.0,2020-10-04,east
13471,1755.0,2020-10-04,west
13496,1773.0,2020-10-05,north
13497,1743.0,2020-10-05,south
13498,1662.0,2020-10-05,east
13499,1596.0,2020-10-05,west
13524,1788.0,2020-10-06,north
13525,1503.0,2020-10-06,south
13526,1779.0,2020-10-06,east
13527,1563.0,2020-10-06,west
13552,1554.0,2020-10-07,north
13553,1734.0,2020-10-07,south
13554,1629.0,2020-10-07,east
13555,1608.0,2020-10-07,west
13580,1794.0,2020-10-08,north
13581,1674.0,2020-10-08,south
13582,1662.0,2020-10-08,east
13583,1788.0,2020-10-08,west
13608,1536.0,2020-10-09,north
13609,1521.0,2020-10-09,south
13610,1656.0,2020-10-09,east
13611,1551.0,2020-10-09,west
13636,1593.0,2020-10-10,north
13637,1590.0,2020-10-10,south
13638,1671.0,2020-10-10,east
13639,1707.0,2020-10-10,west
13664,1569.0,2020-10-11,north
13665,1773.0,2020-10-11,south
13666,1674.0,2020-10-11,east
13667,1536.0,2020-10-11,west
13692,1677.0,2020-10-12,north
13693,1605.0,2020-10-12,south
13694,1653.0,2020-10-12,east
13695,1749.0,2020-10-12,west
,sales,date,region
0,1578.0,2020-10-13,north
1,1638.0,2020-10-13,south
2,1515.0,2020-10-13,east
3,1683.0,2020-10-13,west
28,1680.0,2020-10-14,north
29,1755.0,2020-10-14,south
30,1584.0,2020-10-14,east
31,1590.0,2020-10-14,west
56,1518.0,2020-10-15,north
57,1701.0,2020-10-15,south
58,1716.0,2020-10-15,east
59,1563.0,2020-10-15,west
84,1638.0,2020-10-16,north
85,1689.0,2020-10-16,south
86,1515.0,2020-10-16,east
87,1632.0,2020-10-16,west
112,1509.0,2020-10-17,north
113,1791.0,2020-10-17,south
114,1509.0,2020-10-17,east
115,1776.0,2020-10-17,west
140,1524.0,2020-10-18,north
141,1716.0,2020-10-18,south
142,1578.0,2020-10-18,east
143,1713.0,2020-10-18,west
168,1656.0,2020-10-19,north
169,1725.0,2020-10-19,south
170,1554.0,2020-10-19,east
171,1524.0,2020-10-19,west
196,1569.0,2020-10-20,north
197,1758.0,2020-10-20,south
198,1758.0,2020-10-20,east
199,1614.0,2020-10-20,west
224,1740.0,2020-10-21,north
225,1521.0,2020-10-21,south
226,1722.0,2020-10-21,east
227,1605.0,2020-10-21,west
252,1749.0,2020-10-22,north
253,1638.0,2020-10-22,south
254,1710.0,2020-10-22,east
255,1668.0,2020-10-22,west
280,1635.0,2020-10-23,north
281,1533.0,2020-10-23,south
282,1635.0,2020-10-23,east
283,1575.0,2020-10-23,west
308,1737.0,2020-10-24,north
309,1593.0,2020-10-24,south
310,1707.0,2020-10-24,east
311,1536.0,2020-10-24,west
336,1689.0,2020-10-25,north
337,1680.0,2020-10-25,south
338,1605.0,2020-10-25,east
339,1617.0,2020-10-25,west
364,1746.0,2020-10-26,north
365,1518.0,2020-10-26,south
366,1656.0,2020-10-26,east
367,1542.0,2020-10-26,west
392,1581.0,2020-10-27,north
393,1716.0,2020-10-27,south
394,1683.0,2020-10-27,east
395,1518.0,2020-10-27,west
420,1746.0,2020-10-28,north
421,1587.0,2020-10-28,south
422,1644.0,2020-10-28,east
423,1731.0,2020-10-28,west
448,1770.0,2020-10-29,north
449,1692.0,2020-10-29,south
450,1557.0,2020-10-29,east
451,1524.0,2020-10-29,west
476,1773.0,2020-10-30,north
477,1689.0,2020-10-30,south
478,1776.0,2020-10-30,east
479,1686.0,2020-10-30,west
504,1581.0,2020-10-31,north
505,1758.0,2020-10-31,south
506,1755.0,2020-10-31,east
507,1668.0,2020-10-31,west
532,1665.0,2020-11-01,north
533,1551.0,2020-11-01,south
534,1770.0,2020-11-01,east
535,1593.0,2020-11-01,west
560,1734.0,2020-11-02,north
561,1500.0,2020-11-02,south
562,1740.0,2020-11-02,east
563,1686.0,2020-11-02,west
588,1551.0,2020-11-03,north
589,1752.0,2020-11-03,south
590,1746.0,2020-11-03,east
591,1581.0,2020-11-03,west
616,1773.0,2020-11-04,north
617,1788.0,2020-11-04,south
618,1545.0,2020-11-04,east
619,1506.0,2020-11-04,west
644,1644.0,2020-11-05,north
645,1605.0,2020-11-05,south
646,1686.0,2020-11-05,east
647,1539.0,2020-11-05,west
672,1725.0,2020-11-06,north
673,1599.0,2020-11-06,south
674,1659.0,2020-11-06,east
675,1575.0,2020-11-06,west
700,1653.0,2020-11-07,north
701,1641.0,2020-11-07,south
702,1587.0,2020-11-07,east
703,1758.0,2020-11-07,west
728,1785.0,2020-11-08,north
729,1695.0,2020-11-08,south
730,1581.0,2020-11-08,east
731,1734.0,2020-11-08,west
756,1788.0,2020-11-09,north
757,1593.0,2020-11-09,south
758,1593.0,2020-11-09,east
759,1512.0,2020-11-09,west
784,1638.0,2020-11-10,north
785,1734.0,2020-11-10,south
786,1695.0,2020-11-10,east
787,1638.0,2020-11-10,west
812,1695.0,2020-11-11,north
813,1533.0,2020-11-11,south
814,1731.0,2020-11-11,east
815,1689.0,2020-11-11,west
840,1713.0,2020-11-12,north
841,1596.0,2020-11-12,south
842,1686.0,2020-11-12,east
843,1515.0,2020-11-12,west
868,1581.0,2020-11-13,north
869,1521.0,2020-11-13,south
870,1677.0,2020-11-13,east
871,1635.0,2020-11-13,west
896,1749.0,2020-11-14,north
897,1542.0,2020-11-14,south
898,1602.0,2020-11-14,east
899,1557.0,2020-11-14,west
924,1686.0,2020-11-15,north
925,1638.0,2020-11-15,south
926,1794.0,2020-11-15,east
927,1659.0,2020-11-15,west
952,1773.0,2020-11-16,north
953,1671.0,2020-11-16,south
954,1626.0,2020-11-16,east
955,1725.0,2020-11-16,west
980,1686.0,2020-11-17,north
981,1521.0,2020-11-17,south
982,1734.0,2020-11-17,east
983,1530.0,2020-11-17,west
1008,1698.0,2020-11-18,north
1009,1770.0,2020-11-18,south
1010,1752.0,2020-11-18,east
1011,1662.0,2020-11-18,west
1036,1566.0,2020-11-19,north
1037,1590.0,2020-11-19,south
1038,1635.0,2020-11-19,east
1039,1698.0,2020-11-19,west
1064,1683.0,2020-11-20,north
1065,1653.0,2020-11-20,south
1066,1527.0,2020-11-20,east
1067,1524.0,2020-11-20,west
1092,1593.0,2020-11-21,north
1093,1656.0,2020-11-21,south
1094,1623.0,2020-11-21,east
1095,1638.0,2020-11-21,west
1120,1596.0,2020-11-22,north
1121,1575.0,2020-11-22,south
1122,1656.0,2020-11-22,east
1123,1725.0,2020-11-22,west
1148,1767.0,2020-11-23,north
1149,1650.0,2020-11-23,south
1150,1641.0,2020-11-23,east
1151,1632.0,2020-11-23,west
1176,1602.0,2020-11-24,north
1177,1632.0,2020-11-24,south
1178,1743.0,2020-11-24,east
1179,1617.0,2020-11-24,west
1204,1725.0,2020-11-25,north
1205,1761.0,2020-11-25,south
1206,1791.0,2020-11-25,east
1207,1620.0,2020-11-25,west
1232,1770.0,2020-11-26,north
1233,1791.0,2020-11-26,south
1234,1665.0,2020-11-26,east
1235,1743.0,2020-11-26,west
1260,1632.0,2020-11-27,north
1261,1587.0,2020-11-27,south
1262,1680.0,2020-11-27,east
1263,1656.0,2020-11-27,west
1288,1746.0,2020-11-28,north
1289,1599.0,2020-11-28,south
1290,1719.0,2020-11-28,east
1291,1794.0,2020-11-28,west
1316,1758.0,2020-11-29,north
1317,1557.0,2020-11-29,south
1318,1647.0,2020-11-29,east
1319,1740.0,2020-11-29,west
1344,1635.0,2020-11-30,north
1345,1584.0,2020-11-30,south
1346,1614.0,2020-11-30,east
1347,1749.0,2020-11-30,west
1372,1587.0,2020-12-01,north
1373,1719.0,2020-12-01,south
1374,1620.0,2020-12-01,east
1375,1656.0,2020-12-01,west
1400,1554.0,2020-12-02,north
1401,1755.0,2020-12-02,south
1402,1737.0,2020-12-02,east
1403,1548.0,2020-12-02,west
1428,1572.0,2020-12-03,north
1429,1560.0,2020-12-03,south
1430,1746.0,2020-12-03,east
1431,1788.0,2020-12-03,west
1456,1638.0,2020-12-04,north
1457,1626.0,2020-12-04,south
1458,1518.0,2020-12-04,east
1459,1773.0,2020-12-04,west
1484,1707.0,2020-12-05,north
1485,1614.0,2020-12-05,south
1486,1722.0,2020-12-05,east
1487,1524.0,2020-12-05,west
1512,1560.0,2020-12-06,north
1513,1617.0,2020-12-06,south
1514,1566.0,2020-12-06,east
